C:\EC-Lab Development Package\Examples\Python\channel 3 data for poster_trial3_02_CA_C03.mpr
time/s	<I>/mA
2.107148096663877E+002	-3.103977817296988E-001
2.107248096661351E+002	-3.100118273496633E-001
2.107348096658825E+002	-3.096719408035278E-001
2.107448096656299E+002	-3.093572193384175E-001
2.107548096653773E+002	-3.090459477901457E-001
2.107648096651246E+002	-3.087720966339109E-001
2.107748096648720E+002	-3.085053914785387E-001
2.107848096646194E+002	-3.082482016086576E-001
2.107948096643668E+002	-3.080088144540789E-001
2.108048096641141E+002	-3.077683156728744E-001
2.108148096638615E+002	-3.075775468349458E-001
2.108248096636089E+002	-3.073576647043232E-001
2.108348096633563E+002	-3.071731293201447E-001
2.108448096631037E+002	-3.069962537288666E-001
2.108548096628510E+002	-3.067970931530000E-001
2.108648096625984E+002	-3.066577535867694E-001
2.108748096623458E+002	-3.064677643775942E-001
2.108848096620932E+002	-3.063254994153977E-001
2.108948096618406E+002	-3.061813157796860E-001
2.109048096615879E+002	-3.060179144144062E-001
2.109148096613353E+002	-3.058929401636128E-001
2.109248096610827E+002	-3.057575547695159E-001
2.109348096608301E+002	-3.056259799003600E-001
2.109448096605774E+002	-3.054992282390594E-001
2.109548096603248E+002	-3.053733628988269E-001
2.109648096600722E+002	-3.052684956789017E-001
2.109748096598196E+002	-3.051542133092884E-001
2.109848096595670E+002	-3.050667971372605E-001
2.109948096593143E+002	-3.049681848287582E-001
2.110048096590617E+002	-3.048561823368072E-001
2.110144096588192E+002	-3.047820323457320E-001
2.110246096585615E+002	2.275200757910224E-002
2.110346096583089E+002	1.832918219268323E-002
2.110446096580563E+002	1.546593395993112E-002
2.110546096578037E+002	1.312417682260270E-002
2.110646096575510E+002	1.105856588110327E-002
2.110746096572984E+002	9.271643888205283E-003
2.110846096570458E+002	7.666188227012753E-003
2.110946096567932E+002	6.237617339938877E-003
2.111046096565406E+002	4.996748669072985E-003
2.111146096562879E+002	3.833506209775805E-003
2.111246096560353E+002	2.819661372341208E-003
2.111346096557827E+002	1.878606791142372E-003
2.111446096555301E+002	1.006270187208429E-003
2.111758096547419E+002	-1.749510294757783E-003
2.111858096544893E+002	-2.035649700555952E-003
2.111958096542367E+002	-2.593229627236737E-003
2.112058096539840E+002	-3.088909718208015E-003
2.112158096537314E+002	-3.567385706119240E-003
2.112258096534788E+002	-4.005018994212156E-003
2.112358096532262E+002	-4.399101668968800E-003
2.112458096529735E+002	-4.792484520003200E-003
2.112558096527209E+002	-5.123230377212171E-003
2.112658096524683E+002	-5.455070035532125E-003
2.112758096522157E+002	-5.764161013066774E-003
2.112858096519631E+002	-6.044031977653505E-003
2.112958096517104E+002	-6.329484805464743E-003
2.113058096514578E+002	-6.567699182778608E-003
2.113158096512052E+002	-6.815373813733462E-003
2.113258096509526E+002	-7.036943370476369E-003
2.113358096507000E+002	-7.238625939935447E-003
2.113458096504473E+002	-7.457652427256101E-003
2.113558096501947E+002	-7.625053478404892E-003
2.113658096499421E+002	-7.818762911483659E-003
2.113758096496895E+002	-7.987601552158607E-003
2.113858096494369E+002	-8.142312318086625E-003
2.113958096491842E+002	-8.308238573372359E-003
2.114058096489316E+002	-8.443456385284681E-003
2.114158096486790E+002	-8.591453619301317E-003
2.114258096484264E+002	-8.733550347387792E-003
2.114358096481737E+002	-8.855213429778814E-003
2.114458096479211E+002	-8.999230302870274E-003
2.114558096476685E+002	-9.095551446080208E-003
2.114658096474159E+002	-9.204638283699752E-003
2.114758096471633E+002	-9.318646173924208E-003
2.114858096469106E+002	-9.413708690553912E-003
2.114958096466580E+002	-9.526495765894653E-003
2.115058096464054E+002	-9.604150485247372E-003
2.115144096461881E+002	-9.708141214972321E-003
2.115448096454202E+002	-3.274077773094177E-001
2.115548096451676E+002	-3.261249250173579E-001
2.115648096449149E+002	-3.239446336030962E-001
2.115748096446623E+002	-3.220818591117860E-001
2.115848096444097E+002	-3.204448658227932E-001
2.115948096441571E+002	-3.190406006574631E-001
2.116048096439044E+002	-3.178142362833025E-001
2.116148096436518E+002	-3.167451685667038E-001
2.116248096433992E+002	-3.157831144332885E-001
2.116348096431466E+002	-3.149142062664030E-001
2.116448096428940E+002	-3.141567951440813E-001
2.116548096426413E+002	-3.134453076124197E-001
2.116648096423887E+002	-3.128281259536743E-001
2.116748096421361E+002	-3.122478175163268E-001
2.116848096418835E+002	-3.117291301488878E-001
2.116948096416309E+002	-3.112351363897323E-001
2.117048096413782E+002	-3.107823681831361E-001
2.117148096411256E+002	-3.103914195299153E-001
2.117248096408730E+002	-3.100067371129990E-001
2.117348096406204E+002	-3.096639227867126E-001
2.117448096403677E+002	-3.093299859762192E-001
2.117548096401151E+002	-3.090108329057694E-001
2.117648096398625E+002	-3.087346851825714E-001
2.117748096396099E+002	-3.084586799144748E-001
2.117848096393573E+002	-3.081939870119097E-001
2.117948096391046E+002	-3.079795581102371E-001
2.118048096388520E+002	-3.077326661348345E-001
2.118148096385994E+002	-3.075211971998215E-001
2.118248096383468E+002	-3.073082906007767E-001
2.118348096380942E+002	-3.071083688735963E-001
2.118448096378415E+002	-3.069409066438680E-001
2.118548096375889E+002	-3.067538434267044E-001
2.118648096373363E+002	-3.065919649600981E-001
2.118748096370837E+002	-3.064466452598571E-001
2.118848096368311E+002	-3.062800687551501E-001
2.118948096365784E+002	-3.061451673507691E-001
2.119048096363258E+002	-3.059817796945574E-001
2.119148096360732E+002	-3.058476358652120E-001
2.119248096358206E+002	-3.057173448801045E-001
2.119348096355679E+002	-3.055773609876637E-001
2.119448096353153E+002	-3.054759240150451E-001
2.119548096350627E+002	-3.053512221574786E-001
2.119648096348101E+002	-3.052380895614633E-001
2.119748096345575E+002	-3.051227885484700E-001
2.119848096343048E+002	-3.050044459104538E-001
2.119948096340522E+002	-3.049207288026814E-001
2.120048096337996E+002	-3.048033803701404E-001
2.120144096335571E+002	-3.047267434497676E-001
2.120246096332994E+002	2.282923292003426E-002
2.120346096330468E+002	1.841215267777441E-002
2.120446096327942E+002	1.555259495973588E-002
2.120546096325415E+002	1.318576872348784E-002
2.120646096322889E+002	1.112079391255971E-002
2.120746096320363E+002	9.313001204282044E-003
2.120846096317837E+002	7.731724595651024E-003
2.120946096315311E+002	6.308371610939504E-003
2.121046096312784E+002	5.054268334060905E-003
2.121146096310258E+002	3.884408259764306E-003
2.121246096307732E+002	2.844985313713551E-003
2.121346096305206E+002	1.892095955554392E-003
2.121446096302680E+002	1.009706051554531E-003
2.121758096294798E+002	-1.752053271047771E-003
2.121858096292272E+002	-2.032623561099178E-003
2.121958096289745E+002	-2.605284000746916E-003
2.122058096287219E+002	-3.106787879951299E-003
2.122158096284693E+002	-3.599518011324108E-003
2.122258096282167E+002	-4.050223198719324E-003
2.122358096279640E+002	-4.455660842359072E-003
2.122458096277114E+002	-4.849832151085136E-003
2.122558096274588E+002	-5.188817828893660E-003
2.122658096272062E+002	-5.535368937999011E-003
2.122758096269536E+002	-5.850919755175724E-003
2.122858096267009E+002	-6.134821306914090E-003
